,title,price,rr,link,img_link,details
164,HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop,"₹35,990","3,358 Ratings & 356 Reviews",/hp-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itmec2f587ddbf77?pid=COMGFPH2ZWTDZHK6&lid=LSTCOMGFPH2ZWTDZHK6AEG0YB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_211&otracker=search&fm=organic&iid=b4e4ffe5-8453-4a5b-9a5c-332b831ec507.COMGFPH2ZWTDZHK6.SEARCH&ppt=None&ppn=None&ssid=pfcyeyu0ts0000001663049801868&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/j/c/-original-imagh3wecapg5gqn.jpeg?q=70,"AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 mm) DisplayMicrosoft Office 2021 Home and Student, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty"
165,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"₹57,990","4,711 Ratings & 526 Reviews",/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lhb-hn355w-laptop/p/itmedcb081ea5c22?pid=COMGEMH5FTFWZZFZ&lid=LSTCOMGEMH5FTFWZZFZLDDTPQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_212&otracker=search&fm=organic&iid=b4e4ffe5-8453-4a5b-9a5c-332b831ec507.COMGEMH5FTFWZZFZ.SEARCH&ppt=None&ppn=None&ssid=pfcyeyu0ts0000001663049801868&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
166,ASUS Vivobook Ultra K15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L313WS Laptop,"₹45,990",12 Ratings & 1 Reviews,/asus-vivobook-ultra-k15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k513ea-l313ws-laptop/p/itm8a7c362bf195a?pid=COMGA22GGPFGPFZP&lid=LSTCOMGA22GGPFGPFZPFJNF0B&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_214&otracker=search&fm=organic&iid=b4e4ffe5-8453-4a5b-9a5c-332b831ec507.COMGA22GGPFGPFZP.SEARCH&ppt=None&ppn=None&ssid=pfcyeyu0ts0000001663049801868&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kxnl6kw0/computer/v/s/m/vivobook-15-laptop-asus-original-imaga22gncmq3gch.jpeg?q=70,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 Home, Microsoft Office Home & Student 2019, 1 Year Mcafee1 Year Manufacturing Warranty"
167,HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop,"₹38,499",906 Ratings & 128 Reviews,/hp-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2143au-thin-light-laptop/p/itm833bca55e158b?pid=COMGAX8EEYFKCESS&lid=LSTCOMGAX8EEYFKCESS83R2QP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_215&otracker=search&fm=organic&iid=b4e4ffe5-8453-4a5b-9a5c-332b831ec507.COMGAX8EEYFKCESS.SEARCH&ppt=None&ppn=None&ssid=pfcyeyu0ts0000001663049801868&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70,"AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty"
168,HP Ryzen 3 Dual Core - (8 GB/1 TB HDD/Windows 11 Home) 255 G8 Laptop,"₹28,490",10 Ratings & 0 Reviews,/hp-ryzen-3-dual-core-8-gb-1-tb-hdd-windows-11-home-255-g8-laptop/p/itmfdea639affa9b?pid=COMGAU6NUNGUFZZU&lid=LSTCOMGAU6NUNGUFZZUIKHT9B&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_9_216&otracker=search&fm=organic&iid=b4e4ffe5-8453-4a5b-9a5c-332b831ec507.COMGAU6NUNGUFZZU.SEARCH&ppt=None&ppn=None&ssid=pfcyeyu0ts0000001663049801868&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/p/j/v/hp-255-g8-laptop-hp-original-imagau6m7zvaggjq.jpeg?q=70,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 YEAR
169,DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 3401 Thin and Light Laptop,"₹41,290",42 Ratings & 7 Reviews,/dell-vostro-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-3401-thin-light-laptop/p/itm565fbd5252d5c?pid=COMG36KGCDP4HHVT&lid=LSTCOMG36KGCDP4HHVT2GS3LJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_217&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG36KGCDP4HHVT.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
170,HP 14s Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- ER0503TU Thin and Light Laptop,"₹49,990",66 Ratings & 9 Reviews,/hp-14s-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-14s-er0503tu-thin-light-laptop/p/itmc24bd91c41597?pid=COMG4BX9XQ5RZR7G&lid=LSTCOMG4BX9XQ5RZR7GBMASVM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_218&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG4BX9XQ5RZR7G.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kb89ea80/computer/n/m/5/hp-na-thin-and-light-laptop-original-imafsmmghwzzu3mq.jpeg?q=70,"Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMcAfee LiveSafe, Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS Recovery, HP Smart1 Year Onsite Warranty"
171,ASUS VivoBook Flip 14 (2022) Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) TM420UA-EC501TS 2 i...,"₹59,990",187 Ratings & 35 Reviews,/asus-vivobook-flip-14-2022-ryzen-5-hexa-core-8-gb-512-gb-ssd-windows-10-home-tm420ua-ec501ts-2-1-laptop/p/itmc85bf0fd8ef36?pid=COMGF8KSCERA8GDT&lid=LSTCOMGF8KSCERA8GDT6SPIST&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_219&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMGF8KSCERA8GDT.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/f/j/w/na-2-in-1-laptop-asus-original-imag7bh7gpmf5xxm.jpeg?q=70,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 2019, Splendid (All Models), AppDeals (All Models), Link to MyASUS (All Models, Bluetooth Needed)1 Year Onsite Warranty"
172,MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,"₹67,990",4 Ratings & 0 Reviews,/msi-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-gf63-thin-11uc-867in-gaming-laptop/p/itm4e86e31b8e273?pid=COMGEY8WQXQVBTZB&lid=LSTCOMGEY8WQXQVBTZBXBQHFX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_220&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMGEY8WQXQVBTZB.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-In Warranty Term
173,ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,"₹1,19,990",42 Ratings & 5 Reviews,/asus-rog-strix-g15-ryzen-9-octa-core-5900hx-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-300-hz-g513qe-hf145t-gaming-laptop/p/itm5fab491e76bbd?pid=COMG5QHNEA6K9JHC&lid=LSTCOMG5QHNEA6K9JHCE3N465&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_221&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG5QHNEA6K9JHC.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l3vxbbk0/computer/g/u/y/-original-imagewgtfgzf8fdd.jpeg?q=70,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
174,ASUS Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X712EA-AU511WS Laptop,"₹53,990",26 Ratings & 5 Reviews,/asus-core-i5-11th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x712ea-au511ws-laptop/p/itme4dcfd011e111?pid=COMGCXD7USY6D3QW&lid=LSTCOMGCXD7USY6D3QWIGJ51P&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_222&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMGCXD7USY6D3QW.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kwl0akw0/computer/0/v/s/x712ea-au511ts-thin-and-light-laptop-asus-original-imag98bdf6decxkg.jpeg?q=70,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD43.94 cm (17.3 inch) Display1 Year Onsite Warranty
175,HP 15s Ryzen 5 Hexa Core 4500U - (8 GB/256 GB SSD/Windows 10 Home) 15s-ey1004AU Thin and Light Laptop,"₹45,990",450 Ratings & 56 Reviews,/hp-15s-ryzen-5-hexa-core-4500u-8-gb-256-gb-ssd-windows-10-home-15s-ey1004au-thin-light-laptop/p/itm8505e1b60b8a2?pid=COMG26RVDKRABXJH&lid=LSTCOMG26RVDKRABXJHY3TBVT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_224&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG26RVDKRABXJH.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/k7531jk0/computer/e/a/h/hp-original-imafpfs893zu5mhb.jpeg?q=70,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2019 and Office 365, HP Smart, HP Documentation, HP Bios Recovery1 Year Onsite Warranty"
176,Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) V14 ITL G2 Thin and Light Laptop,"₹54,990",14 Ratings & 1 Reviews,/lenovo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-v14-itl-g2-thin-light-laptop/p/itmc175a6304130a?pid=COMG6VRPCDUFX6X4&lid=LSTCOMG6VRPCDUFX6X43JRJQK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_225&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG6VRPCDUFX6X4.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/t/m/0/v14-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7fh8juwph85h.jpeg?q=70,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty
177,Infinix X1 Slim Series Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"₹32,990",506 Ratings & 95 Reviews,/infinix-x1-slim-series-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itm8a00f84208217?pid=COMGEHP5FY6FZEWE&lid=LSTCOMGEHP5FY6FZEWEJJISPY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_227&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMGEHP5FY6FZEWE.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70,Intel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayNA1 Year Onsite Warranty
178,Lenovo Ideapad Gaming 3 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹66,490",12 Ratings & 2 Reviews,/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ihu6-laptop/p/itm262fc655f76c8?pid=COMGEMAYUDWNRA3V&lid=LSTCOMGEMAYUDWNRA3VIITNGU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_228&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMGEMAYUDWNRA3V.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Carry-in Warranty
179,ASUS Core i5 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515JA-BQ511WS Thin and Light Laptop,"₹39,990",11 Ratings & 1 Reviews,/asus-core-i5-10th-gen-8-gb-256-gb-ssd-windows-11-home-x515ja-bq511ws-thin-light-laptop/p/itmd9d53b508670c?pid=COMGDRJQFQR9CHHM&lid=LSTCOMGDRJQFQR9CHHMRSVA9Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_229&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMGDRJQFQR9CHHM.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l2f20sw0/computer/e/p/i/vivobook-15-thin-and-light-laptop-asus-original-imagdrjpvgngkhfd.jpeg?q=70,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty
180,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light...,"₹39,670",20 Ratings & 2 Reviews,/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm28b2a3dbbe92e?pid=COMG9NYDH9Q4QMHZ&lid=LSTCOMG9NYDH9Q4QMHZF7V7M8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_230&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG9NYDH9Q4QMHZ.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
181,ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVID...,"₹1,02,990",64 Ratings & 9 Reviews,/asus-rog-flow-x13-2021-ryzen-9-octa-core-5900hs-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-120-hz-gv301qh-k6464ts-2-in-1-2-1-gaming-laptop/p/itme758e87fe31ef?pid=COMG3ZF8T2K87G4E&lid=LSTCOMG3ZF8T2K87G4E4ZPNHN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_231&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG3ZF8T2K87G4E.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/koixwnk0/computer/b/i/z/na-gaming-laptop-asus-original-imag2ygghykjhv95.jpeg?q=70,AMD Ryzen 9 Octa Core Processor16 GB LPDDR4X RAM64 bit Windows 10 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
182,MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,"₹93,990",240 Ratings & 40 Reviews,/msi-alpha-15-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-amd-radeon-rx6600m-144-hz-b5eek-029in-gaming-laptop/p/itm3df644c09e208?pid=COMG5AWTKZNFCVFT&lid=LSTCOMG5AWTKZNFCVFTRVDRQJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_232&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG5AWTKZNFCVFT.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/ktszgy80/computer/h/0/f/alpha-15-b5eek-029in-gaming-laptop-msi-original-imag72h7uptk3x9t.jpeg?q=70,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayPCI-e SSD (NVMe) ready,Silver-Lining Print Keyboard,Matrix Display (Extend),Cooler Boost 5,Hi-Res Audio,Nahimic 3,144Hz Panel,Thin Bezel,RGB Gaming Keyboard,Speaker Tuning Engine,MSI Center1 Year On-Site Warranty"
183,Lenovo IdeaPad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 15IML05 Thin and L...,"₹51,990",78 Ratings & 7 Reviews,/lenovo-ideapad-3-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-15iml05-thin-light-laptop/p/itm973360e25e819?pid=COMG6AKVSTDTYTEV&lid=LSTCOMG6AKVSTDTYTEVPIBMGE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_233&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG6AKVSTDTYTEV.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20192 Years Warranty
184,ASUS TUF Dash F15 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹91,990",14 Ratings & 1 Reviews,/asus-tuf-dash-f15-2022-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fx517zc-hn035ws-gaming-laptop/p/itme5b388b99b91b?pid=COMGFYQZBR2MS4B9&lid=LSTCOMGFYQZBR2MS4B9OQOW5D&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_234&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMGFYQZBR2MS4B9.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l4n2oi80/computer/q/u/u/-original-imagfhpzry32pdyg.jpeg?q=70,Intel Core i5 Processor (12th Gen)8 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty
185,DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop,"₹41,090",121 Ratings & 12 Reviews,/dell-vostro-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3400-thin-light-laptop/p/itme6d2c212a9877?pid=COMG9NYDYEH382TD&lid=LSTCOMG9NYDYEH382TDR8YS6R&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_235&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG9NYDYEH382TD.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD38.0 cm (14.96 Inch) DisplayMicrosoft Office Home and Student 20211 Year Onsite Warranty
186,ASUS EeeBook 14 with NumberPad Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV103WS Thin ...,"₹31,990",25 Ratings & 1 Reviews,/asus-eeebook-14-numberpad-pentium-silver-8-gb-256-gb-ssd-windows-11-home-e410ka-bv103ws-thin-light-laptop/p/itmd033233d8bf9d?pid=COMGB6DZZZH3JW2H&lid=LSTCOMGB6DZZZH3JW2H4UTGF7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_236&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMGB6DZZZH3JW2H.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/p/t/8/-original-imageuecybhvepfx.jpeg?q=70,Intel Pentium Silver Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Onsite warranty
187,HP Pavilion Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RT...,"₹70,990",16 Ratings & 2 Reviews,/hp-pavilion-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-15-dk2012tx-laptop/p/itmd5dd5a02e9197?pid=COMG68M5ZQQZDWYX&lid=LSTCOMG68M5ZQQZDWYXIT5IPS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_237&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMG68M5ZQQZDWYX.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty
188,ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC301WS 2 in 1 Lapt...,"₹46,990",31 Ratings & 3 Reviews,/asus-vivobook-flip-14-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-tp470ea-ec301ws-2-1-laptop/p/itma917de411489d?pid=COMGARNU7KVANJ8E&lid=LSTCOMGARNU7KVANJ8ED5MPUN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_10_238&otracker=search&fm=organic&iid=1c9b00f6-6dd0-4f69-b38f-dba764cd92e6.COMGARNU7KVANJ8E.SEARCH&ppt=None&ppn=None&ssid=qp83vdys0g0000001663049802881&qH=312f91285e048e09,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70,Intel Core i3 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite warranty
